iddesa,Kode Provinsi,Kode Kabupaten,Kode Kecamatan,Kode Desa,Provinsi,Kabupaten,Kecamatan,Desa,Pelayanan_Dasar,Infrastruktur,Aksesbilitas,IKG2020
1303051002,13,3,51,2,Sumatera Barat,Solok,Hiliran Gumanti,Sariak Alahan Tigo,31.94,77.07,25.51,40.09
1303051003,13,3,51,3,Sumatera Barat,Solok,Hiliran Gumanti,Talang Babungo,26.12,57.23,13.84,29.34
1303060001,13,3,60,1,Sumatera Barat,Solok,Payung Sekaki,Sirukam,24.35,52.57,21.24,29.72
1303060002,13,3,60,2,Sumatera Barat,Solok,Payung Sekaki,Supayang,30.94,57.29,21.24,33.88
1303060003,13,3,60,3,Sumatera Barat,Solok,Payung Sekaki,Aia Luo,37.57,73.86,25.51,42.01
1303061001,13,3,61,1,Sumatera Barat,Solok,Tigo Lurah,Rangkiang Luluih,70.74,61.96,8.90,49.85
1303061002,13,3,61,2,Sumatera Barat,Solok,Tigo Lurah,Batu Bajanjang,36.77,58.65,4.23,31.72
1303061003,13,3,61,3,Sumatera Barat,Solok,Tigo Lurah,Simanau,39.31,64.42,21.24,39.41
1303061004,13,3,61,4,Sumatera Barat,Solok,Tigo Lurah,Tanjuang Balik Sumiso,79.14,55.56,35.50,60.50
1303061005,13,3,61,5,Sumatera Barat,Solok,Tigo Lurah,Garabak Data,46.81,65.70,28.75,45.52
1303070001,13,3,70,1,Sumatera Barat,Solok,Lembang Jaya,Koto Anau,19.54,55.02,6.51,23.51
1303070002,13,3,70,2,Sumatera Barat,Solok,Lembang Jaya,Batu Banyak,22.57,55.45,4.23,24.33
1303070003,13,3,70,3,Sumatera Barat,Solok,Lembang Jaya,Limau Lunggo,25.81,68.46,23.51,34.67
1303070004,13,3,70,4,Sumatera Barat,Solok,Lembang Jaya,Koto Laweh,22.97,57.47,9.49,26.58
1303070005,13,3,70,5,Sumatera Barat,Solok,Lembang Jaya,Salayo Tanang Bukik Sileh,16.21,58.39,4.23,22.00
1303070006,13,3,70,6,Sumatera Barat,Solok,Lembang Jaya,Batu Bajanjang,21.98,57.47,21.24,29.71
1303071001,13,3,71,1,Sumatera Barat,Solok,Danau Kembar,Kampuang Batu Dalam,31.92,68.41,0.00,30.33
1303071002,13,3,71,2,Sumatera Barat,Solok,Danau Kembar,Simpang Tanjuang Nan Iv,23.03,39.95,0.00,19.78
1303080001,13,3,80,1,Sumatera Barat,Solok,Gunung Talang,Cupak,21.01,30.71,4.23,18.05
1303080002,13,3,80,2,Sumatera Barat,Solok,Gunung Talang,Talang,21.90,36.27,4.23,19.71
1303080003,13,3,80,3,Sumatera Barat,Solok,Gunung Talang,Sungai Janiah,22.65,60.44,21.24,30.69
1303080004,13,3,80,4,Sumatera Barat,Solok,Gunung Talang,Koto Gadang Guguak,23.45,35.62,4.23,20.30
1303080005,13,3,80,5,Sumatera Barat,Solok,Gunung Talang,Koto Gaek Guguak,5.91,41.41,5.73,13.81
1303080006,13,3,80,6,Sumatera Barat,Solok,Gunung Talang,Jawi-jawi Guguak,24.48,51.03,22.73,29.90
1303080007,13,3,80,7,Sumatera Barat,Solok,Gunung Talang,Batang Barus,22.72,30.75,5.73,19.32
1303080008,13,3,80,8,Sumatera Barat,Solok,Gunung Talang,Aia Batumbuak,25.76,54.43,4.23,25.60
1303090001,13,3,90,1,Sumatera Barat,Solok,Bukit Sundi,Muaro Paneh,19.54,22.76,21.24,20.78
1303090002,13,3,90,2,Sumatera Barat,Solok,Bukit Sundi,Kinari,22.57,46.29,21.24,27.48
1303090003,13,3,90,3,Sumatera Barat,Solok,Bukit Sundi,Parambahan,22.79,50.77,34.01,32.49
1303090004,13,3,90,4,Sumatera Barat,Solok,Bukit Sundi,Dilam,22.48,57.47,35.50,34.31
1303090005,13,3,90,5,Sumatera Barat,Solok,Bukit Sundi,Bukik Tandang,24.56,57.47,34.01,34.83
1303100001,13,3,100,1,Sumatera Barat,Solok,Ix Koto Sungai Lasi,Pianggu,18.28,57.92,27.00,29.83
1303100002,13,3,100,2,Sumatera Barat,Solok,Ix Koto Sungai Lasi,Taruang-taruang,24.93,52.57,17.01,28.70
1303100003,13,3,100,3,Sumatera Barat,Solok,Ix Koto Sungai Lasi,Siaro-aro,63.09,50.77,34.01,51.43
1303100004,13,3,100,4,Sumatera Barat,Solok,Ix Koto Sungai Lasi,Indudua,54.90,66.44,25.51,48.49
1303100005,13,3,100,5,Sumatera Barat,Solok,Ix Koto Sungai Lasi,Guguak Sarai,26.03,55.45,1.49,25.12
1303100006,13,3,100,6,Sumatera Barat,Solok,Ix Koto Sungai Lasi,Sungai Durian,40.50,50.77,25.51,38.21
1303100007,13,3,100,7,Sumatera Barat,Solok,Ix Koto Sungai Lasi,Bukit Bais,55.39,64.16,25.51,48.21
1303100008,13,3,100,8,Sumatera Barat,Solok,Ix Koto Sungai Lasi,Koto Laweh,46.93,64.16,27.06,44.71
1303100009,13,3,100,9,Sumatera Barat,Solok,Ix Koto Sungai Lasi,Sungai Jambua,38.19,57.47,21.24,37.33
1303110001,13,3,110,1,Sumatera Barat,Solok,Kubung,Gauang,27.41,55.45,21.24,31.81
1303110002,13,3,110,2,Sumatera Barat,Solok,Kubung,Panyakalan,22.65,49.50,4.23,23.04
1303110003,13,3,110,3,Sumatera Barat,Solok,Kubung,Saok Laweh,23.45,35.48,4.23,20.27
1303110004,13,3,110,4,Sumatera Barat,Solok,Kubung,Tanjuang Bingkuang,24.03,57.47,0.00,24.18
1303110005,13,3,110,5,Sumatera Barat,Solok,Kubung,Gantuang Ciri,21.01,55.45,21.24,28.80
1303110006,13,3,110,6,Sumatera Barat,Solok,Kubung,Koto Hilalang,18.74,54.82,21.24,27.59
1303110007,13,3,110,7,Sumatera Barat,Solok,Kubung,Selayo,19.34,39.44,0.00,17.93
1303110008,13,3,110,8,Sumatera Barat,Solok,Kubung,Koto Baru,20.23,37.87,1.92,18.58
1303120001,13,3,120,1,Sumatera Barat,Solok,X Koto Diatas,Katialo,34.43,53.43,5.73,29.90
1303120002,13,3,120,2,Sumatera Barat,Solok,X Koto Diatas,Tanjuang Balik,27.13,45.64,7.65,25.32
1303120003,13,3,120,3,Sumatera Barat,Solok,X Koto Diatas,Paninjauan,25.22,46.50,5.73,24.03
1303120004,13,3,120,4,Sumatera Barat,Solok,X Koto Diatas,Labuah Panjang,34.07,55.45,4.23,29.74
1303120005,13,3,120,5,Sumatera Barat,Solok,X Koto Diatas,Sulik Aia,27.33,44.35,21.24,29.28
1303120006,13,3,120,6,Sumatera Barat,Solok,X Koto Diatas,Pasilihan,30.34,63.78,34.01,38.96
1303120007,13,3,120,7,Sumatera Barat,Solok,X Koto Diatas,Bukik Kanduang,25.26,50.54,34.01,33.60
1303120008,13,3,120,8,Sumatera Barat,Solok,X Koto Diatas,Kuncia,27.73,46.72,35.50,34.37
1303120009,13,3,120,9,Sumatera Barat,Solok,X Koto Diatas,Siberambang,30.06,56.42,4.23,28.07
1303130001,13,3,130,1,Sumatera Barat,Solok,X Koto Singkarak,Kacang,19.65,38.32,4.23,19.12
1303130002,13,3,130,2,Sumatera Barat,Solok,X Koto Singkarak,Tikalak,24.34,55.45,4.23,25.16
1303130003,13,3,130,3,Sumatera Barat,Solok,X Koto Singkarak,Singkarak,17.52,36.27,6.16,18.25
1303130004,13,3,130,4,Sumatera Barat,Solok,X Koto Singkarak,Sumani,13.05,25.78,5.73,13.66
1303130005,13,3,130,5,Sumatera Barat,Solok,X Koto Singkarak,Saniang Baka,18.44,55.02,5.73,22.75
1303130006,13,3,130,6,Sumatera Barat,Solok,X Koto Singkarak,Koto Sani,19.54,57.47,22.73,29.02
1303130007,13,3,130,7,Sumatera Barat,Solok,X Koto Singkarak,Tanjuang Alai,22.75,55.02,22.73,29.98
1303130008,13,3,130,8,Sumatera Barat,Solok,X Koto Singkarak,Aripan,25.01,53.00,24.22,31.04
1303140001,13,3,140,1,Sumatera Barat,Solok,Junjung Sirih,Muaro Pingai,26.05,52.79,4.23,25.37
1303140002,13,3,140,2,Sumatera Barat,Solok,Junjung Sirih,Paninggahan,26.37,52.57,5.73,25.92
1304050001,13,4,50,1,Sumatera Barat,Sijunjung,Kamang Baru,Sungai Lansek,25.38,39.16,0.00,20.70
1304050002,13,4,50,2,Sumatera Barat,Sijunjung,Kamang Baru,Muaro Takung,20.43,28.55,0.00,16.00
1304050003,13,4,50,3,Sumatera Barat,Sijunjung,Kamang Baru,Kunangan Parit Rantang,21.36,23.14,0.00,15.23
1304050004,13,4,50,4,Sumatera Barat,Sijunjung,Kamang Baru,Kamang,19.89,30.96,34.01,26.69
1304050005,13,4,50,5,Sumatera Barat,Sijunjung,Kamang Baru,Air Amo,31.56,45.86,5.73,26.86
1304050006,13,4,50,6,Sumatera Barat,Sijunjung,Kamang Baru,Sungai Batuang,36.18,49.91,4.23,29.49
1304050007,13,4,50,7,Sumatera Barat,Sijunjung,Kamang Baru,Siaur,47.05,46.99,4.23,33.94
1304050008,13,4,50,8,Sumatera Barat,Sijunjung,Kamang Baru,Lubuk Tarantang,45.97,57.47,34.01,44.89
1304050009,13,4,50,9,Sumatera Barat,Sijunjung,Kamang Baru,Maloro,34.80,49.91,5.73,29.29
1304050010,13,4,50,10,Sumatera Barat,Sijunjung,Kamang Baru,Tanjung Kaliang,36.14,45.43,35.50,38.03
1304050011,13,4,50,11,Sumatera Barat,Sijunjung,Kamang Baru,Padang Tarok,42.67,52.57,34.01,42.24
1304060001,13,4,60,1,Sumatera Barat,Sijunjung,Tanjung Gadang,Langki,35.88,61.53,35.50,41.51
1304060002,13,4,60,2,Sumatera Barat,Sijunjung,Tanjung Gadang,Sibakur,37.53,50.54,34.01,39.37
1304060003,13,4,60,3,Sumatera Barat,Sijunjung,Tanjung Gadang,Pulasan,29.46,58.88,34.01,37.45
1304060004,13,4,60,4,Sumatera Barat,Sijunjung,Tanjung Gadang,Tanjung Lolo,35.97,50.54,4.23,29.53
1304060005,13,4,60,5,Sumatera Barat,Sijunjung,Tanjung Gadang,Tanjung Gadang,24.35,26.81,0.00,17.45
1304060006,13,4,60,6,Sumatera Barat,Sijunjung,Tanjung Gadang,Taratak Baru,25.82,55.45,35.50,35.42
1304060007,13,4,60,7,Sumatera Barat,Sijunjung,Tanjung Gadang,Timbulun,27.59,44.47,34.01,33.34
1304060008,13,4,60,8,Sumatera Barat,Sijunjung,Tanjung Gadang,Sinyamu,32.35,49.50,34.01,36.70
1304060009,13,4,60,9,Sumatera Barat,Sijunjung,Tanjung Gadang,Taratak Baru Utara,38.30,54.82,34.01,40.69
1304070001,13,4,70,1,Sumatera Barat,Sijunjung,Sijunjung,Muaro,21.15,20.74,5.73,16.34
1304070002,13,4,70,2,Sumatera Barat,Sijunjung,Sijunjung,Kandang Baru,28.05,41.94,5.73,24.33
1304070003,13,4,70,3,Sumatera Barat,Sijunjung,Sijunjung,Pematang Panjang,21.06,41.55,5.73,20.96
1304070004,13,4,70,4,Sumatera Barat,Sijunjung,Sijunjung,Sijunjung,10.47,22.76,5.73,11.77
1304070005,13,4,70,5,Sumatera Barat,Sijunjung,Sijunjung,Aia Angek,34.04,45.86,4.23,27.57
1304070006,13,4,70,6,Sumatera Barat,Sijunjung,Sijunjung,Solok Ambah,38.41,47.89,37.26,40.18
1304070007,13,4,70,7,Sumatera Barat,Sijunjung,Sijunjung,Paruh,37.53,45.86,5.73,29.66
1304070008,13,4,70,8,Sumatera Barat,Sijunjung,Sijunjung,Muaro Silokek,65.46,50.97,35.50,53.05
1304070009,13,4,70,9,Sumatera Barat,Sijunjung,Sijunjung,Durian Gadang,45.14,52.57,35.50,43.86
1304071001,13,4,71,1,Sumatera Barat,Sijunjung,Lubuk Tarok,Buluh Kasok,27.68,47.89,4.23,25.04
1304071002,13,4,71,2,Sumatera Barat,Sijunjung,Lubuk Tarok,Lubuk Tarok,21.35,40.71,4.23,20.45
1304071003,13,4,71,3,Sumatera Barat,Sijunjung,Lubuk Tarok,Lalan,29.50,50.34,4.23,26.44
1304071004,13,4,71,4,Sumatera Barat,Sijunjung,Lubuk Tarok,Silongo,48.10,45.43,34.01,43.19
1304071005,13,4,71,5,Sumatera Barat,Sijunjung,Lubuk Tarok,Kampung Dalam,43.53,48.32,4.23,32.58
1304071006,13,4,71,6,Sumatera Barat,Sijunjung,Lubuk Tarok,Latang,43.31,50.34,34.01,42.04
1304080001,13,4,80,1,Sumatera Barat,Sijunjung,Iv Nagari,Mundam Sakti,25.01,47.89,34.01,32.89
1304080002,13,4,80,2,Sumatera Barat,Sijunjung,Iv Nagari,Koto Baru,24.12,52.57,34.01,33.52
1304080003,13,4,80,3,Sumatera Barat,Sijunjung,Iv Nagari,Muaro Bodi,16.21,21.86,34.01,22.92
1304080004,13,4,80,4,Sumatera Barat,Sijunjung,Iv Nagari,Palangki,19.54,32.98,1.49,17.03
1304080005,13,4,80,5,Sumatera Barat,Sijunjung,Iv Nagari,Koto Tuo,37.79,49.91,34.01,39.35
1304090001,13,4,90,1,Sumatera Barat,Sijunjung,Kupitan,Batu Manjulua,22.65,50.54,25.51,29.78
1304090002,13,4,90,2,Sumatera Barat,Sijunjung,Kupitan,Padang Sibusuak,5.98,31.85,4.23,11.25
1304090003,13,4,90,3,Sumatera Barat,Sijunjung,Kupitan,Pamuatan,29.11,43.41,21.24,29.91
1304090004,13,4,90,4,Sumatera Barat,Sijunjung,Kupitan,Kampung Baru,26.03,43.41,21.27,28.47
1304100001,13,4,100,1,Sumatera Barat,Sijunjung,Koto Tujuh,Limo Koto,28.04,33.37,35.50,31.52
1304100002,13,4,100,2,Sumatera Barat,Sijunjung,Koto Tujuh,Padang Laweh,32.82,46.50,35.50,36.71
1304100003,13,4,100,3,Sumatera Barat,Sijunjung,Koto Tujuh,Tanjung,29.52,68.46,35.50,40.08
1304100004,13,4,100,4,Sumatera Barat,Sijunjung,Koto Tujuh,Palaluar,42.67,44.07,34.01,40.33
1304100005,13,4,100,5,Sumatera Barat,Sijunjung,Koto Tujuh,Guguk,34.38,39.13,34.01,35.33
1304100006,13,4,100,6,Sumatera Barat,Sijunjung,Koto Tujuh,Bukit Bual,37.08,53.43,34.01,39.81
1304100007,13,4,100,7,Sumatera Barat,Sijunjung,Koto Tujuh,Padang Laweh Selatan,44.79,50.55,35.50,43.24
1304110001,13,4,110,1,Sumatera Barat,Sijunjung,Sumpur Kudus,Kumanis,22.42,32.44,34.01,28.21
1304110002,13,4,110,2,Sumatera Barat,Sijunjung,Sumpur Kudus,Tanjung Bonai Aur,24.63,38.30,34.01,30.57
1304110003,13,4,110,3,Sumatera Barat,Sijunjung,Sumpur Kudus,Sisawah,33.56,45.12,35.57,36.77
1304110004,13,4,110,4,Sumatera Barat,Sijunjung,Sumpur Kudus,Tamparungo,33.62,47.89,21.24,33.03
1304110005,13,4,110,5,Sumatera Barat,Sijunjung,Sumpur Kudus,Sumpur Kudus,36.63,44.59,4.23,28.50
1304110006,13,4,110,6,Sumatera Barat,Sijunjung,Sumpur Kudus,Mengganti,30.45,53.43,5.73,28.04
1304110007,13,4,110,7,Sumatera Barat,Sijunjung,Sumpur Kudus,Sepakat Silantai,34.80,41.81,4.23,27.02
1304110008,13,4,110,8,Sumatera Barat,Sijunjung,Sumpur Kudus,Unggan,37.16,46.50,5.73,29.63
1304110009,13,4,110,9,Sumatera Barat,Sijunjung,Sumpur Kudus,Tanjung Bonai Aur Selatan,40.25,52.79,34.01,41.15
1304110010,13,4,110,10,Sumatera Barat,Sijunjung,Sumpur Kudus,Tanjuang Labuah,39.30,50.34,4.23,31.05
1304110011,13,4,110,11,Sumatera Barat,Sijunjung,Sumpur Kudus,Sumpur Kudus Selatan,55.42,45.43,21.24,42.72
1305010001,13,5,10,1,Sumatera Barat,Tanah Datar,X Koto,Tambangan,25.94,55.45,21.24,31.12
1305010002,13,5,10,2,Sumatera Barat,Tanah Datar,X Koto,Jaho,14.40,55.45,17.01,24.40
1305010003,13,5,10,3,Sumatera Barat,Tanah Datar,X Koto,Paninjauan,22.57,46.09,4.23,22.23
1305010004,13,5,10,4,Sumatera Barat,Tanah Datar,X Koto,Panyalaian,18.74,30.98,0.00,15.75
1305010005,13,5,10,5,Sumatera Barat,Tanah Datar,X Koto,Aie Angek,30.84,31.21,0.00,21.49
1305010006,13,5,10,6,Sumatera Barat,Tanah Datar,X Koto,Koto Baru,22.03,32.55,0.00,17.65
1305010007,13,5,10,7,Sumatera Barat,Tanah Datar,X Koto,Pandai Sikek,17.86,42.34,0.00,17.88
1305010008,13,5,10,8,Sumatera Barat,Tanah Datar,X Koto,Singgalang,21.98,49.01,0.00,21.32
1305010009,13,5,10,9,Sumatera Barat,Tanah Datar,X Koto,Koto Laweh,22.57,55.45,4.23,24.33
1305020001,13,5,20,1,Sumatera Barat,Tanah Datar,Batipuh,Tanjuang Barulak,20.34,50.09,4.23,22.08
1305020002,13,5,20,2,Sumatera Barat,Tanah Datar,Batipuh,Bungo Tanjuang,20.90,35.43,5.73,19.51
1305020003,13,5,20,3,Sumatera Barat,Tanah Datar,Batipuh,Pitalah,17.54,26.74,4.23,15.53
1305020004,13,5,20,4,Sumatera Barat,Tanah Datar,Batipuh,Gunuang Rajo,26.03,56.12,21.24,31.31
1305020005,13,5,20,5,Sumatera Barat,Tanah Datar,Batipuh,Batipuah Baruah,21.01,50.60,4.23,22.51
1305020006,13,5,20,6,Sumatera Barat,Tanah Datar,Batipuh,Batipuah Ateh,24.26,58.15,4.23,25.73
1305020007,13,5,20,7,Sumatera Barat,Tanah Datar,Batipuh,Sabu,22.57,50.77,5.73,23.74
1305020008,13,5,20,8,Sumatera Barat,Tanah Datar,Batipuh,Andaleh,23.67,52.84,21.24,29.46
1305021001,13,5,21,1,Sumatera Barat,Tanah Datar,Batipuah Selatan,Guguak Malalo,27.83,48.52,5.73,25.71
1305021002,13,5,21,2,Sumatera Barat,Tanah Datar,Batipuah Selatan,Padang Laweh Malalo,35.51,48.52,5.73,29.31
1305021003,13,5,21,3,Sumatera Barat,Tanah Datar,Batipuah Selatan,Sumpur,22.79,38.81,4.23,20.71
1305021004,13,5,21,4,Sumatera Barat,Tanah Datar,Batipuah Selatan,Batu Taba,16.39,57.47,0.00,20.58
1305030001,13,5,30,1,Sumatera Barat,Tanah Datar,Pariangan,Batu Basa,24.48,55.45,22.73,30.88
1305030002,13,5,30,2,Sumatera Barat,Tanah Datar,Pariangan,Tabek,20.88,53.43,0.00,21.79
1305030003,13,5,30,3,Sumatera Barat,Tanah Datar,Pariangan,Sawah Tangah,28.34,57.47,17.01,31.40
1305030004,13,5,30,4,Sumatera Barat,Tanah Datar,Pariangan,Simabur,13.19,21.36,0.00,10.98
1305030005,13,5,30,5,Sumatera Barat,Tanah Datar,Pariangan,Pariangan,19.54,45.72,0.00,19.43
1305030006,13,5,30,6,Sumatera Barat,Tanah Datar,Pariangan,Sungai Jambu,18.75,55.45,27.00,29.50
1305040001,13,5,40,1,Sumatera Barat,Tanah Datar,Rambatan,Simawang,26.37,26.03,0.00,18.22
1305040002,13,5,40,2,Sumatera Barat,Tanah Datar,Rambatan,Balimbiang,21.10,38.30,5.73,20.25
1305040003,13,5,40,3,Sumatera Barat,Tanah Datar,Rambatan,Iii Koto,21.10,36.11,1.49,18.46
1305040004,13,5,40,4,Sumatera Barat,Tanah Datar,Rambatan,Padang Magek,21.90,45.21,6.16,22.31
1305040005,13,5,40,5,Sumatera Barat,Tanah Datar,Rambatan,Rambatan,19.54,29.20,6.16,17.61
1305050001,13,5,50,1,Sumatera Barat,Tanah Datar,Lima Kaum,Cubadak,25.14,42.57,4.23,22.65
1305050002,13,5,50,2,Sumatera Barat,Tanah Datar,Lima Kaum,Parambahan,22.57,56.12,4.23,24.48
1305050003,13,5,50,3,Sumatera Barat,Tanah Datar,Lima Kaum,Labuh,22.65,58.15,4.23,24.97
1305050004,13,5,50,4,Sumatera Barat,Tanah Datar,Lima Kaum,Limo Kaum,11.36,30.33,4.23,13.43
1305050005,13,5,50,5,Sumatera Barat,Tanah Datar,Lima Kaum,Baringin,8.98,12.68,4.23,8.36
1305060001,13,5,60,1,Sumatera Barat,Tanah Datar,Tanjung Emas,Pagaruyung,13.70,34.72,22.73,21.17
1305060002,13,5,60,2,Sumatera Barat,Tanah Datar,Tanjung Emas,Saruaso,17.88,34.51,0.00,16.14
1305060003,13,5,60,3,Sumatera Barat,Tanah Datar,Tanjung Emas,Koto Tangah,23.54,48.52,21.24,28.43
1305060004,13,5,60,4,Sumatera Barat,Tanah Datar,Tanjung Emas,Tanjung Barulak,24.12,52.57,0.00,23.12
1305070001,13,5,70,1,Sumatera Barat,Tanah Datar,Padang Ganting,Padang Ganting,22.88,39.44,4.23,20.89
1305070002,13,5,70,2,Sumatera Barat,Tanah Datar,Padang Ganting,Atar,19.63,51.42,4.23,22.05
1305080001,13,5,80,1,Sumatera Barat,Tanah Datar,Lintau Buo,Taluak,30.31,48.56,4.23,26.42
1305080002,13,5,80,2,Sumatera Barat,Tanah Datar,Lintau Buo,Tigo Jangko,23.91,28.11,1.49,17.99
1305080003,13,5,80,3,Sumatera Barat,Tanah Datar,Lintau Buo,Pangian,22.70,43.02,0.00,20.31
1305080004,13,5,80,4,Sumatera Barat,Tanah Datar,Lintau Buo,Buo,41.91,41.16,0.00,28.92
1305081001,13,5,81,1,Sumatera Barat,Tanah Datar,Lintau Buo Utara,Tapi Selo,33.75,53.43,0.00,27.83
1305081002,13,5,81,2,Sumatera Barat,Tanah Datar,Lintau Buo Utara,Lubuak Jantan,23.03,50.15,0.00,22.06
1305081003,13,5,81,3,Sumatera Barat,Tanah Datar,Lintau Buo Utara,Balai Tangah,22.94,13.61,0.00,13.83
1305081004,13,5,81,4,Sumatera Barat,Tanah Datar,Lintau Buo Utara,Batu Bulek,23.03,52.54,4.23,23.89
1305081005,13,5,81,5,Sumatera Barat,Tanah Datar,Lintau Buo Utara,Tanjuang Bonai,23.03,53.87,0.00,22.90
1305090001,13,5,90,1,Sumatera Barat,Tanah Datar,Sungayang,Minangkabau,21.10,48.11,7.22,22.91
1305090002,13,5,90,2,Sumatera Barat,Tanah Datar,Sungayang,Andaleh Baruh Bukik,24.12,45.61,5.73,23.31
1305090003,13,5,90,3,Sumatera Barat,Tanah Datar,Sungayang,Sungayang,20.43,32.49,5.73,18.63
1305090004,13,5,90,4,Sumatera Barat,Tanah Datar,Sungayang,Tanjung,24.26,35.84,7.65,21.77
1305090005,13,5,90,5,Sumatera Barat,Tanah Datar,Sungayang,Sungai Patai,21.10,53.43,5.73,23.64
1305100001,13,5,100,1,Sumatera Barat,Tanah Datar,Sungai Tarab,Talang Tangah,27.06,50.77,21.24,30.60
1305100002,13,5,100,2,Sumatera Barat,Tanah Datar,Sungai Tarab,Gurun,21.10,48.52,21.24,27.29
1305100003,13,5,100,3,Sumatera Barat,Tanah Datar,Sungai Tarab,Simpuruik,16.21,46.09,0.00,17.95
1305100004,13,5,100,4,Sumatera Barat,Tanah Datar,Sungai Tarab,Sungai Tarab,19.54,22.76,4.23,15.58
1305100005,13,5,100,5,Sumatera Barat,Tanah Datar,Sungai Tarab,Padang Laweh,26.83,55.45,21.24,31.53
1305100006,13,5,100,6,Sumatera Barat,Tanah Datar,Sungai Tarab,Koto Tuo,37.65,52.79,21.24,36.02
1305100007,13,5,100,7,Sumatera Barat,Tanah Datar,Sungai Tarab,Pasie Laweh,19.32,40.95,21.24,24.76
1305100008,13,5,100,8,Sumatera Barat,Tanah Datar,Sungai Tarab,Kumango,33.95,54.82,21.24,34.74
1305100009,13,5,100,9,Sumatera Barat,Tanah Datar,Sungai Tarab,Rao Rao,20.30,39.19,4.23,19.62
1305100010,13,5,100,10,Sumatera Barat,Tanah Datar,Sungai Tarab,Koto Baru,14.40,55.45,4.23,20.49
1305110001,13,5,110,1,Sumatera Barat,Tanah Datar,Salimpaung,Tabek Patah,21.23,18.46,4.23,15.41
1305110002,13,5,110,2,Sumatera Barat,Tanah Datar,Salimpaung,Lawang Mandahiling,31.49,53.43,4.23,28.07
1305110003,13,5,110,3,Sumatera Barat,Tanah Datar,Salimpaung,Salimpaung,19.54,42.73,4.23,20.06
1305110004,13,5,110,4,Sumatera Barat,Tanah Datar,Salimpaung,Supayang,30.70,54.82,4.23,28.01
1305110005,13,5,110,5,Sumatera Barat,Tanah Datar,Salimpaung,Situmbuk,22.57,45.86,4.23,22.18
1305110006,13,5,110,6,Sumatera Barat,Tanah Datar,Salimpaung,Sumanik,19.54,43.61,5.73,20.71
1305111001,13,5,111,1,Sumatera Barat,Tanah Datar,Tanjuang Baru,Tanjuang Alam,19.54,45.61,4.23,20.70
1305111002,13,5,111,2,Sumatera Barat,Tanah Datar,Tanjuang Baru,Barulak,18.08,39.83,4.23,18.72
1306010001,13,6,10,1,Sumatera Barat,Padang Pariaman,Batang Anai,Katapiang,21.01,26.69,17.01,21.06
1306010002,13,6,10,2,Sumatera Barat,Padang Pariaman,Batang Anai,Kasang,15.18,28.06,0.00,13.42
1306010003,13,6,10,3,Sumatera Barat,Padang Pariaman,Batang Anai,Sungai Buluh,15.72,22.20,0.00,12.36
1306010004,13,6,10,4,Sumatera Barat,Padang Pariaman,Batang Anai,Buayan Lubuk Alung,31.82,47.32,0.00,25.56
1306010005,13,6,10,5,Sumatera Barat,Padang Pariaman,Batang Anai,SUNGAI BULUH SELATAN,22.00,51.40,0.00,21.86
1306010006,13,6,10,6,Sumatera Barat,Padang Pariaman,Batang Anai,SUNGAI BULUH BARAT,36.52,55.45,17.01,34.79
1306010007,13,6,10,7,Sumatera Barat,Padang Pariaman,Batang Anai,SUNGAI BULUH TIMUR,37.52,53.43,17.01,34.81
1306010008,13,6,10,8,Sumatera Barat,Padang Pariaman,Batang Anai,SUNGAI BULUH UTARA,29.16,45.46,0.00,23.89
1306020001,13,6,20,1,Sumatera Barat,Padang Pariaman,Lubuk Alung,Lubuk Alung,13.51,19.85,4.23,12.10
1306020002,13,6,20,2,Sumatera Barat,Padang Pariaman,Lubuk Alung,Aie Tajun Lubuk Alung,25.01,55.02,21.24,30.58
1306020003,13,6,20,3,Sumatera Barat,Padang Pariaman,Lubuk Alung,Sikabu Lubuk Alung,22.65,55.45,22.73,30.03
1306020004,13,6,20,4,Sumatera Barat,Padang Pariaman,Lubuk Alung,Pasie Laweh Lubuk Alung,22.57,47.48,20.77,27.60
1306020005,13,6,20,5,Sumatera Barat,Padang Pariaman,Lubuk Alung,Punggung Kasiak Lubuk Alung,32.48,52.16,21.24,33.45
1306020006,13,6,20,6,Sumatera Barat,Padang Pariaman,Lubuk Alung,BALAH HILIA LUBUK ALUNG,13.92,43.23,0.00,16.23
1306020007,13,6,20,7,Sumatera Barat,Padang Pariaman,Lubuk Alung,SUNGAI ABANG LUBUK ALUNG,11.98,42.59,1.49,15.63
1306020008,13,6,20,8,Sumatera Barat,Padang Pariaman,Lubuk Alung,SINGGULING LUBUK ALUNG,26.48,53.43,21.24,30.92
1306020009,13,6,20,9,Sumatera Barat,Padang Pariaman,Lubuk Alung,SALIBUTAN LUBUK ALUNG,23.90,50.77,21.24,29.11
1306021001,13,6,21,1,Sumatera Barat,Padang Pariaman,Sintuk Toboh Gadang,Toboh Gadang,25.93,48.11,0.00,22.97
1306021002,13,6,21,2,Sumatera Barat,Padang Pariaman,Sintuk Toboh Gadang,Sintuk,19.54,32.98,18.50,22.24
1306021003,13,6,21,3,Sumatera Barat,Padang Pariaman,Sintuk Toboh Gadang,TOBOH GADANG BARAT,32.16,38.50,17.01,28.95
1306021004,13,6,21,4,Sumatera Barat,Padang Pariaman,Sintuk Toboh Gadang,TOBOH GADANG SELATAN,37.11,55.45,21.24,36.36
